order_id,order_date,customer_id,channel,region,sku,product_name,category,quantity,unit_price,discount_rate,line_revenue
500297,2024-01-17,CU2145,Web,Netherlands,SKU-402,Trekking Poles,Accessories,2,49.00,0.00,98.00
500590,2024-01-19,CU2276,Web,Germany,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500401,2024-01-22,CU2188,Marketplace,Netherlands,SKU-402,Trekking Poles,Accessories,2,49.00,0.00,98.00
500855,2024-01-22,CU2386,Web,France,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500855,2024-01-22,CU2386,Web,France,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
500783,2024-01-23,CU2356,Web,United Kingdom,SKU-301,28L Daypack,Packs,1,74.00,0.00,74.00
500127,2024-01-24,CU2056,Retail Partner,United Kingdom,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500127,2024-01-24,CU2056,Retail Partner,United Kingdom,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500291,2024-01-24,CU2143,Marketplace,Germany,SKU-402,Trekking Poles,Accessories,1,49.00,0.10,44.10
500672,2024-01-25,CU2311,Web,France,SKU-401,Headlamp 400,Accessories,1,34.00,0.15,28.90
500440,2024-01-29,CU2204,Marketplace,Germany,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500440,2024-01-29,CU2204,Marketplace,Germany,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500203,2024-01-30,CU2095,Web,Germany,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500816,2024-01-30,CU2371,Marketplace,Netherlands,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500816,2024-01-30,CU2371,Marketplace,Netherlands,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500816,2024-01-30,CU2371,Marketplace,Netherlands,SKU-201,Merino Base Layer,Apparel,2,59.00,0.00,118.00
500349,2024-01-31,CU2165,Web,Netherlands,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500349,2024-01-31,CU2165,Web,Netherlands,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
500630,2024-01-31,CU2292,Retail Partner,France,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500199,2024-02-01,CU2092,Marketplace,Netherlands,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500795,2024-02-01,CU2358,Web,Netherlands,SKU-201,Merino Base Layer,Apparel,2,59.00,0.00,118.00
500169,2024-02-03,CU2073,Retail Partner,Netherlands,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500085,2024-02-04,CU2035,Marketplace,Germany,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500884,2024-02-06,CU2399,Web,Netherlands,SKU-302,55L Trek Pack,Packs,2,165.00,0.00,330.00
500563,2024-02-08,CU2262,Web,Netherlands,SKU-202,Rain Shell,Apparel,2,119.00,0.00,238.00
500555,2024-02-09,CU2257,Retail Partner,Netherlands,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500170,2024-02-10,CU2074,Web,Netherlands,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500582,2024-02-12,CU2273,Web,Germany,SKU-402,Trekking Poles,Accessories,1,49.00,0.00,49.00
500444,2024-02-14,CU2208,Marketplace,Germany,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500754,2024-02-14,CU2344,Web,Germany,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
500338,2024-02-15,CU2161,Web,Belgium,SKU-401,Headlamp 400,Accessories,1,34.00,0.25,25.50
500338,2024-02-15,CU2161,Web,Belgium,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.10,125.10
500574,2024-02-15,CU2268,Marketplace,Netherlands,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
500568,2024-02-19,CU2264,Web,United Kingdom,SKU-301,28L Daypack,Packs,1,74.00,0.15,62.90
500568,2024-02-19,CU2264,Web,United Kingdom,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500911,2024-02-24,CU2411,Web,Netherlands,SKU-301,28L Daypack,Packs,1,74.00,0.00,74.00
500511,2024-02-25,CU2237,Web,United Kingdom,SKU-202,Rain Shell,Apparel,2,119.00,0.00,238.00
500511,2024-02-25,CU2237,Web,United Kingdom,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500647,2024-02-25,CU2302,Web,Germany,SKU-101,Trail Runner 2,Footwear,2,89.00,0.10,160.20
500230,2024-02-26,CU2111,Web,United Kingdom,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500799,2024-02-26,CU2361,Web,Belgium,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500799,2024-02-26,CU2361,Web,Belgium,SKU-201,Merino Base Layer,Apparel,1,59.00,0.15,50.15
500799,2024-02-26,CU2361,Web,Belgium,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500308,2024-02-29,CU2150,Web,United Kingdom,SKU-401,Headlamp 400,Accessories,2,34.00,0.00,68.00
500308,2024-02-29,CU2150,Web,United Kingdom,SKU-301,28L Daypack,Packs,2,74.00,0.00,148.00
500159,2024-03-01,CU2068,Marketplace,Germany,SKU-402,Trekking Poles,Accessories,3,49.00,0.00,147.00
500159,2024-03-01,CU2068,Marketplace,Germany,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500789,2024-03-01,CU2357,Web,Netherlands,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500789,2024-03-01,CU2357,Web,Netherlands,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500789,2024-03-01,CU2357,Web,Netherlands,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500211,2024-03-05,CU2100,Web,France,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
500211,2024-03-05,CU2100,Web,France,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500298,2024-03-05,CU2146,Web,Netherlands,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500298,2024-03-05,CU2146,Web,Netherlands,SKU-202,Rain Shell,Apparel,2,119.00,0.00,238.00
500535,2024-03-05,CU2250,Retail Partner,United Kingdom,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.25,104.25
500535,2024-03-05,CU2250,Retail Partner,United Kingdom,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500894,2024-03-06,CU2404,Web,France,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500031,2024-03-08,CU2015,Marketplace,Germany,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500031,2024-03-08,CU2015,Marketplace,Germany,SKU-302,55L Trek Pack,Packs,2,165.00,0.25,247.50
500037,2024-03-09,CU2017,Web,United Kingdom,SKU-202,Rain Shell,Apparel,2,119.00,0.00,238.00
500099,2024-03-09,CU2042,Web,Netherlands,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500503,2024-03-10,CU2235,Web,Germany,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500870,2024-03-10,CU2392,Marketplace,France,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500870,2024-03-10,CU2392,Marketplace,France,SKU-302,55L Trek Pack,Packs,2,165.00,0.00,330.00
500870,2024-03-10,CU2392,Marketplace,France,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500458,2024-03-13,CU2212,Marketplace,Belgium,SKU-101,Trail Runner 2,Footwear,1,89.00,0.15,75.65
500134,2024-03-14,CU2058,Web,France,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.15,118.15
500237,2024-03-14,CU2116,Marketplace,Germany,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500627,2024-03-14,CU2291,Marketplace,Netherlands,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500753,2024-03-17,CU2343,Retail Partner,Germany,SKU-202,Rain Shell,Apparel,3,119.00,0.00,357.00
500753,2024-03-17,CU2343,Retail Partner,Germany,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500753,2024-03-17,CU2343,Retail Partner,Germany,SKU-402,Trekking Poles,Accessories,1,49.00,0.00,49.00
500128,2024-03-19,CU2056,Web,United Kingdom,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500128,2024-03-19,CU2056,Web,United Kingdom,SKU-302,55L Trek Pack,Packs,1,165.00,0.15,140.25
500128,2024-03-19,CU2056,Web,United Kingdom,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500271,2024-03-19,CU2133,Web,Germany,SKU-302,55L Trek Pack,Packs,2,165.00,0.00,330.00
500817,2024-03-19,CU2371,Web,United Kingdom,SKU-402,Trekking Poles,Accessories,1,49.00,0.25,36.75
500817,2024-03-19,CU2371,Web,United Kingdom,SKU-301,28L Daypack,Packs,1,74.00,0.00,74.00
500646,2024-03-20,CU2301,Web,Netherlands,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500122,2024-03-21,CU2054,Web,France,SKU-201,Merino Base Layer,Apparel,3,59.00,0.00,177.00
500750,2024-03-21,CU2342,Web,Netherlands,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500781,2024-03-22,CU2355,Web,Germany,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500781,2024-03-22,CU2355,Web,Germany,SKU-301,28L Daypack,Packs,1,74.00,0.15,62.90
500781,2024-03-22,CU2355,Web,Germany,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500875,2024-03-22,CU2395,Marketplace,Netherlands,SKU-101,Trail Runner 2,Footwear,2,89.00,0.15,151.30
500350,2024-03-25,CU2165,Web,Germany,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500369,2024-03-25,CU2174,Web,Belgium,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500635,2024-03-28,CU2294,Web,Netherlands,SKU-301,28L Daypack,Packs,2,74.00,0.00,148.00
500635,2024-03-28,CU2294,Web,Netherlands,SKU-202,Rain Shell,Apparel,2,119.00,0.15,202.30
500442,2024-03-29,CU2206,Web,United Kingdom,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500700,2024-03-29,CU2321,Web,Netherlands,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500700,2024-03-29,CU2321,Web,Netherlands,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500784,2024-03-29,CU2356,Marketplace,United Kingdom,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
500709,2024-03-30,CU2326,Web,United Kingdom,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500709,2024-03-30,CU2326,Web,United Kingdom,SKU-402,Trekking Poles,Accessories,1,49.00,0.10,44.10
500214,2024-04-01,CU2102,Web,Belgium,SKU-202,Rain Shell,Apparel,1,119.89,0.00,119.89
500717,2024-04-01,CU2329,Web,Netherlands,SKU-401,Headlamp 400,Accessories,1,34.26,0.00,34.26
500717,2024-04-01,CU2329,Web,Netherlands,SKU-202,Rain Shell,Apparel,2,119.89,0.00,239.78
500924,2024-04-01,CU2416,Web,Netherlands,SKU-402,Trekking Poles,Accessories,1,49.37,0.00,49.37
500924,2024-04-01,CU2416,Web,Netherlands,SKU-101,Trail Runner 2,Footwear,1,89.67,0.00,89.67
500117,2024-04-06,CU2051,Web,Belgium,SKU-301,28L Daypack,Packs,1,74.56,0.00,74.56
500117,2024-04-06,CU2051,Web,Belgium,SKU-302,55L Trek Pack,Packs,1,166.24,0.00,166.24
500559,2024-04-06,CU2259,Retail Partner,Germany,SKU-202,Rain Shell,Apparel,2,119.89,0.00,239.78
500559,2024-04-06,CU2259,Retail Partner,Germany,SKU-102,Trail Runner Pro,Footwear,1,140.04,0.00,140.04
500708,2024-04-06,CU2325,Marketplace,United Kingdom,SKU-101,Trail Runner 2,Footwear,1,89.67,0.00,89.67
500822,2024-04-06,CU2374,Marketplace,Germany,SKU-402,Trekking Poles,Accessories,1,49.37,0.00,49.37
500822,2024-04-06,CU2374,Marketplace,Germany,SKU-301,28L Daypack,Packs,1,74.56,0.00,74.56
500504,2024-04-08,CU2235,Web,Netherlands,SKU-401,Headlamp 400,Accessories,2,34.26,0.00,68.52
500504,2024-04-08,CU2235,Web,Netherlands,SKU-302,55L Trek Pack,Packs,2,166.24,0.00,332.48
500504,2024-04-08,CU2235,Web,Netherlands,SKU-401,Headlamp 400,Accessories,1,34.26,0.00,34.26
500598,2024-04-08,CU2279,Web,Netherlands,SKU-302,55L Trek Pack,Packs,1,166.24,0.15,141.30
500598,2024-04-08,CU2279,Web,Netherlands,SKU-101,Trail Runner 2,Footwear,1,89.67,0.15,76.22
500790,2024-04-08,CU2357,Web,Netherlands,SKU-301,28L Daypack,Packs,1,74.56,0.00,74.56
500484,2024-04-10,CU2226,Web,Belgium,SKU-401,Headlamp 400,Accessories,1,34.26,0.00,34.26
500146,2024-04-11,CU2062,Retail Partner,Netherlands,SKU-401,Headlamp 400,Accessories,2,34.26,0.00,68.52
500782,2024-04-11,CU2355,Web,Germany,SKU-301,28L Daypack,Packs,3,74.56,0.00,223.68
500714,2024-04-13,CU2328,Web,France,SKU-301,28L Daypack,Packs,1,74.56,0.00,74.56
500354,2024-04-14,CU2167,Web,France,SKU-101,Trail Runner 2,Footwear,1,89.67,0.00,89.67
500483,2024-04-16,CU2225,Web,Netherlands,SKU-402,Trekking Poles,Accessories,1,49.37,0.00,49.37
500597,2024-04-16,CU2278,Web,Netherlands,SKU-202,Rain Shell,Apparel,1,119.89,0.00,119.89
500335,2024-04-17,CU2160,Marketplace,Netherlands,SKU-402,Trekking Poles,Accessories,3,49.37,0.00,148.11
500883,2024-04-17,CU2398,Marketplace,Netherlands,SKU-202,Rain Shell,Apparel,1,119.89,0.25,89.92
500620,2024-04-18,CU2287,Marketplace,United Kingdom,SKU-102,Trail Runner Pro,Footwear,1,140.04,0.00,140.04
500356,2024-04-19,CU2169,Retail Partner,Netherlands,SKU-201,Merino Base Layer,Apparel,1,59.44,0.00,59.44
500378,2024-04-21,CU2179,Marketplace,Netherlands,SKU-101,Trail Runner 2,Footwear,1,89.67,0.10,80.70
500175,2024-04-23,CU2077,Marketplace,Germany,SKU-302,55L Trek Pack,Packs,1,166.24,0.00,166.24
500431,2024-04-23,CU2199,Marketplace,Belgium,SKU-202,Rain Shell,Apparel,1,119.89,0.00,119.89
500692,2024-04-23,CU2319,Marketplace,Belgium,SKU-102,Trail Runner Pro,Footwear,3,140.04,0.15,357.10
500692,2024-04-23,CU2319,Marketplace,Belgium,SKU-302,55L Trek Pack,Packs,1,166.24,0.00,166.24
500261,2024-04-24,CU2128,Marketplace,Belgium,SKU-102,Trail Runner Pro,Footwear,1,140.04,0.00,140.04
500217,2024-04-25,CU2104,Web,United Kingdom,SKU-302,55L Trek Pack,Packs,1,166.24,0.00,166.24
500757,2024-04-26,CU2345,Web,Belgium,SKU-302,55L Trek Pack,Packs,1,166.24,0.00,166.24
500755,2024-04-28,CU2344,Web,Netherlands,SKU-301,28L Daypack,Packs,3,74.56,0.00,223.68
500528,2024-05-01,CU2246,Web,France,SKU-101,Trail Runner 2,Footwear,1,89.67,0.00,89.67
500135,2024-05-04,CU2059,Marketplace,Netherlands,SKU-101,Trail Runner 2,Footwear,3,89.67,0.00,269.01
500135,2024-05-04,CU2059,Marketplace,Netherlands,SKU-301,28L Daypack,Packs,1,74.56,0.00,74.56
500902,2024-05-04,CU2406,Retail Partner,Germany,SKU-302,55L Trek Pack,Packs,1,166.24,0.00,166.24
500687,2024-05-05,CU2316,Web,Belgium,SKU-201,Merino Base Layer,Apparel,1,59.44,0.00,59.44
500083,2024-05-07,CU2033,Web,Netherlands,SKU-201,Merino Base Layer,Apparel,1,59.44,0.00,59.44
500487,2024-05-09,CU2228,Marketplace,Germany,SKU-102,Trail Runner Pro,Footwear,2,140.04,0.00,280.08
500487,2024-05-09,CU2228,Marketplace,Germany,SKU-302,55L Trek Pack,Packs,1,166.24,0.00,166.24
500377,2024-05-11,CU2178,Marketplace,Germany,SKU-202,Rain Shell,Apparel,3,119.89,0.15,305.72
500377,2024-05-11,CU2178,Marketplace,Germany,SKU-301,28L Daypack,Packs,2,74.56,0.00,149.12
500377,2024-05-11,CU2178,Marketplace,Germany,SKU-402,Trekking Poles,Accessories,1,49.37,0.10,44.43
500093,2024-05-14,CU2038,Web,Germany,SKU-102,Trail Runner Pro,Footwear,1,140.04,0.00,140.04
500066,2024-05-15,CU2028,Web,Germany,SKU-302,55L Trek Pack,Packs,1,166.24,0.00,166.24
500023,2024-05-16,CU2012,Web,United Kingdom,SKU-402,Trekking Poles,Accessories,1,49.37,0.00,49.37
500032,2024-05-16,CU2015,Web,Netherlands,SKU-401,Headlamp 400,Accessories,1,34.26,0.00,34.26
500242,2024-05-16,CU2119,Web,United Kingdom,SKU-302,55L Trek Pack,Packs,1,166.24,0.15,141.30
500416,2024-05-17,CU2196,Marketplace,United Kingdom,SKU-101,Trail Runner 2,Footwear,3,89.67,0.00,269.01
500808,2024-05-17,CU2367,Web,Germany,SKU-302,55L Trek Pack,Packs,1,166.24,0.15,141.30
500808,2024-05-17,CU2367,Web,Germany,SKU-401,Headlamp 400,Accessories,3,34.26,0.25,77.09
500808,2024-05-17,CU2367,Web,Germany,SKU-402,Trekking Poles,Accessories,1,49.37,0.00,49.37
500796,2024-05-18,CU2359,Web,Germany,SKU-102,Trail Runner Pro,Footwear,1,140.04,0.00,140.04
500796,2024-05-18,CU2359,Web,Germany,SKU-101,Trail Runner 2,Footwear,2,89.67,0.00,179.34
500796,2024-05-18,CU2359,Web,Germany,SKU-101,Trail Runner 2,Footwear,1,89.67,0.00,89.67
500041,2024-05-19,CU2019,Marketplace,Germany,SKU-202,Rain Shell,Apparel,2,119.89,0.00,239.78
500041,2024-05-19,CU2019,Marketplace,Germany,SKU-401,Headlamp 400,Accessories,1,34.26,0.00,34.26
500419,2024-05-21,CU2197,Web,Belgium,SKU-402,Trekking Poles,Accessories,1,49.37,0.00,49.37
500419,2024-05-21,CU2197,Web,Belgium,SKU-402,Trekking Poles,Accessories,1,49.37,0.00,49.37
500149,2024-05-22,CU2064,Marketplace,Netherlands,SKU-402,Trekking Poles,Accessories,1,49.37,0.00,49.37
500522,2024-05-25,CU2245,Marketplace,Belgium,SKU-402,Trekking Poles,Accessories,1,49.37,0.10,44.43
500522,2024-05-25,CU2245,Marketplace,Belgium,SKU-402,Trekking Poles,Accessories,1,49.37,0.10,44.43
500018,2024-05-26,CU2007,Marketplace,Germany,SKU-102,Trail Runner Pro,Footwear,1,140.04,0.00,140.04
500136,2024-05-26,CU2059,Web,Belgium,SKU-201,Merino Base Layer,Apparel,1,59.44,0.00,59.44
500212,2024-05-26,CU2100,Web,Netherlands,SKU-302,55L Trek Pack,Packs,2,166.24,0.00,332.48
500212,2024-05-26,CU2100,Web,Netherlands,SKU-101,Trail Runner 2,Footwear,1,89.67,0.00,89.67
500212,2024-05-26,CU2100,Web,Netherlands,SKU-201,Merino Base Layer,Apparel,2,59.44,0.00,118.88
500608,2024-05-26,CU2281,Retail Partner,Belgium,SKU-401,Headlamp 400,Accessories,1,34.26,0.00,34.26
500710,2024-05-27,CU2326,Retail Partner,Germany,SKU-402,Trekking Poles,Accessories,2,49.37,0.00,98.74
500733,2024-05-31,CU2335,Web,United Kingdom,SKU-201,Merino Base Layer,Apparel,1,59.44,0.10,53.50
500733,2024-05-31,CU2335,Web,United Kingdom,SKU-402,Trekking Poles,Accessories,1,49.37,0.00,49.37
500733,2024-05-31,CU2335,Web,United Kingdom,SKU-202,Rain Shell,Apparel,1,119.89,0.00,119.89
500562,2024-06-01,CU2261,Retail Partner,United Kingdom,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500429,2024-06-02,CU2198,Marketplace,Germany,SKU-201,Merino Base Layer,Apparel,2,59.00,0.00,118.00
500070,2024-06-03,CU2029,Marketplace,Belgium,SKU-101,Trail Runner 2,Footwear,2,89.00,0.10,160.20
500070,2024-06-03,CU2029,Marketplace,Belgium,SKU-402,Trekking Poles,Accessories,2,49.00,0.00,98.00
500357,2024-06-06,CU2170,Web,Netherlands,SKU-402,Trekking Poles,Accessories,1,49.00,0.10,44.10
500357,2024-06-06,CU2170,Web,Netherlands,SKU-101,Trail Runner 2,Footwear,2,89.00,0.00,178.00
500357,2024-06-06,CU2170,Web,Netherlands,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500588,2024-06-06,CU2274,Marketplace,Netherlands,SKU-202,Rain Shell,Apparel,2,119.00,0.00,238.00
500588,2024-06-06,CU2274,Marketplace,Netherlands,SKU-402,Trekking Poles,Accessories,3,49.00,0.15,124.95
500409,2024-06-13,CU2194,Marketplace,Netherlands,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500905,2024-06-13,CU2408,Web,Germany,SKU-301,28L Daypack,Packs,2,74.00,0.00,148.00
500880,2024-06-14,CU2397,Web,France,SKU-301,28L Daypack,Packs,1,74.00,0.00,74.00
500880,2024-06-14,CU2397,Web,France,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500611,2024-06-15,CU2283,Marketplace,Germany,SKU-402,Trekking Poles,Accessories,1,49.00,0.25,36.75
500611,2024-06-15,CU2283,Marketplace,Germany,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500823,2024-06-15,CU2375,Web,Belgium,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
500827,2024-06-15,CU2377,Web,Germany,SKU-302,55L Trek Pack,Packs,1,165.00,0.15,140.25
500827,2024-06-15,CU2377,Web,Germany,SKU-402,Trekking Poles,Accessories,1,49.00,0.00,49.00
500827,2024-06-15,CU2377,Web,Germany,SKU-402,Trekking Poles,Accessories,1,49.00,0.00,49.00
500276,2024-06-16,CU2135,Web,France,SKU-301,28L Daypack,Packs,2,74.00,0.15,125.80
500326,2024-06-16,CU2155,Web,Netherlands,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500268,2024-06-18,CU2130,Marketplace,Germany,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500299,2024-06-20,CU2146,Marketplace,Netherlands,SKU-101,Trail Runner 2,Footwear,1,89.00,0.15,75.65
500514,2024-06-22,CU2239,Web,Belgium,SKU-201,Merino Base Layer,Apparel,1,59.00,0.10,53.10
500042,2024-06-25,CU2019,Marketplace,Netherlands,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500042,2024-06-25,CU2019,Marketplace,Netherlands,SKU-301,28L Daypack,Packs,2,74.00,0.10,133.20
500202,2024-06-26,CU2094,Web,Netherlands,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
500345,2024-06-28,CU2162,Web,Germany,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500345,2024-06-28,CU2162,Web,Germany,SKU-301,28L Daypack,Packs,1,74.00,0.00,74.00
500631,2024-07-01,CU2292,Retail Partner,Germany,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500800,2024-07-03,CU2362,Web,Belgium,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500017,2024-07-09,CU2006,Web,United Kingdom,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500606,2024-07-10,CU2280,Web,Germany,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500673,2024-07-10,CU2312,Web,Belgium,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500258,2024-07-13,CU2127,Web,Netherlands,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500546,2024-07-13,CU2253,Marketplace,Netherlands,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500546,2024-07-13,CU2253,Marketplace,Netherlands,SKU-402,Trekking Poles,Accessories,2,49.00,0.00,98.00
500253,2024-07-14,CU2124,Web,Germany,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500747,2024-07-15,CU2340,Web,Germany,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500402,2024-07-16,CU2189,Web,Netherlands,SKU-202,Rain Shell,Apparel,1,119.00,0.15,101.15
500270,2024-07-17,CU2132,Marketplace,France,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
500693,2024-07-19,CU2319,Web,United Kingdom,SKU-202,Rain Shell,Apparel,1,119.00,0.10,107.10
500693,2024-07-19,CU2319,Web,United Kingdom,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500856,2024-07-19,CU2386,Web,Germany,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500856,2024-07-19,CU2386,Web,Germany,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500283,2024-07-20,CU2138,Web,France,SKU-202,Rain Shell,Apparel,1,119.00,0.10,107.10
500282,2024-07-21,CU2137,Web,Germany,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
